"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.content","Answer.sentiment","Approve","Reject"
"3LN50BUKPVP068WF9X3RWSAZOCPPLF","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3BXQMRHWK0C0RFKQGX82VV7800TUMQ","A1FGSZ042NZ694","Approved","Sat Sep 22 05:20:47 PDT 2018","Sat Sep 22 05:20:57 PDT 2018","Tue Sep 25 05:20:57 PDT 2018","Sat Sep 22 15:18:05 PDT 2018","","","10","100% (63/63)","100% (63/63)","100% (63/63)","best rates or refund + $50 coupon. save on hotels in barcelona, ma.","Easy"
"3LN50BUKPVP068WF9X3RWSAZOCPPLF","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3TU5ZICBREFTEXB55NEEGC9ODAYQ8T","A376F1W1MTY3J","Approved","Sat Sep 22 05:24:19 PDT 2018","Sat Sep 22 05:25:08 PDT 2018","Tue Sep 25 05:25:08 PDT 2018","Sat Sep 22 15:18:05 PDT 2018","","","49","100% (137/137)","100% (137/137)","100% (137/137)","best rates or refund + $50 coupon. save on hotels in barcelona, ma.","Easy"
"3LN50BUKPVP068WF9X3RWSAZOCPPLF","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3YT88D1N09CL2X74G1ZLT9P4YIFK34","A2LKL8MNCVTPXD","Approved","Sat Sep 22 05:32:59 PDT 2018","Sat Sep 22 05:33:17 PDT 2018","Tue Sep 25 05:33:17 PDT 2018","Sat Sep 22 15:18:05 PDT 2018","","","18","100% (67/67)","100% (67/67)","100% (67/67)","best rates or refund + $50 coupon. save on hotels in barcelona, ma.","Difficult"
"36U4VBVNQORO1BZOV3ZHSA6X2L6UR6","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3PJ71Z61R5G5BYAYP0UDF7WRP4P19Z","A28P3ZGZB3XG9P","Approved","Sat Sep 22 05:25:49 PDT 2018","Sat Sep 22 05:27:01 PDT 2018","Tue Sep 25 05:27:01 PDT 2018","Sat Sep 22 15:18:05 PDT 2018","","","72","100% (52/52)","100% (52/52)","100% (52/52)","book your hotel in barchara online. no reservation costs. great rates.","Easy"
"36U4VBVNQORO1BZOV3ZHSA6X2L6UR6","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3TVRFO09GLT821W0LQIAFPRNUDKLX7","A1VW8Y7XCV3DRW","Approved","Sat Sep 22 05:25:04 PDT 2018","Sat Sep 22 05:25:10 PDT 2018","Tue Sep 25 05:25:10 PDT 2018","Sat Sep 22 15:18:05 PDT 2018","","","6","100% (47/47)","100% (47/47)","100% (47/47)","book your hotel in barchara online. no reservation costs. great rates.","Easy"
"36U4VBVNQORO1BZOV3ZHSA6X2L6UR6","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3XUHV3NRVLCXEMT0OZKHVE7WKX2H5N","AWRAXV1RIYR0M","Approved","Sat Sep 22 05:30:55 PDT 2018","Sat Sep 22 05:31:01 PDT 2018","Tue Sep 25 05:31:01 PDT 2018","Sat Sep 22 15:18:05 PDT 2018","","","6","100% (35/35)","100% (35/35)","100% (35/35)","book your hotel in barchara online. no reservation costs. great rates.","Very Easy"
"34XASH8KLQ0KCQE09946W5POOHFPMH","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3RU7GD8VPP7QX5PZJ85UXYJFK8JSP4","A2IU5TX5S0FA1C","Approved","Sat Sep 22 05:23:13 PDT 2018","Sat Sep 22 05:23:21 PDT 2018","Tue Sep 25 05:23:21 PDT 2018","Sat Sep 22 15:18:05 PDT 2018","","","8","100% (56/56)","100% (56/56)","100% (56/56)","book at the staning hotel, tokyo. no reservation costs. great rates.","Very Easy"
"34XASH8KLQ0KCQE09946W5POOHFPMH","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3WSELTNVR4GKP1WCJPSNH8Q6N5XATV","A3VXSCZ7NP7ZI2","Approved","Sat Sep 22 05:18:33 PDT 2018","Sat Sep 22 05:18:40 PDT 2018","Tue Sep 25 05:18:40 PDT 2018","Sat Sep 22 15:18:05 PDT 2018","","","7","100% (156/156)","100% (156/156)","100% (153/153)","book at the staning hotel, tokyo. no reservation costs. great rates.","Easy"
"34XASH8KLQ0KCQE09946W5POOHFPMH","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3WYP994K185FJLJ33IYA9KGZ6OPY6I","A1FGSZ042NZ694","Approved","Sat Sep 22 05:24:37 PDT 2018","Sat Sep 22 05:24:44 PDT 2018","Tue Sep 25 05:24:44 PDT 2018","Sat Sep 22 15:18:06 PDT 2018","","","7","100% (63/63)","100% (63/63)","100% (63/63)","book at the staning hotel, tokyo. no reservation costs. great rates.","Easy"
"3WGCNLZJKFMER4PLBEUDCJKWCNHD1J","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","32UTUBMZ7HA4L35TUYSYD1YX28YVBR","A376F1W1MTY3J","Approved","Sat Sep 22 05:24:58 PDT 2018","Sat Sep 22 05:27:40 PDT 2018","Tue Sep 25 05:27:40 PDT 2018","Sat Sep 22 15:18:06 PDT 2018","","","162","100% (137/137)","100% (137/137)","100% (137/137)","book your hotel in santa caria online. no reservation costs. great rates.","Very Easy"
"3WGCNLZJKFMER4PLBEUDCJKWCNHD1J","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","35GCEFQ6I62GRS6QG22VGODH2RS3Z9","A2LKL8MNCVTPXD","Approved","Sat Sep 22 05:27:20 PDT 2018","Sat Sep 22 05:27:40 PDT 2018","Tue Sep 25 05:27:40 PDT 2018","Sat Sep 22 15:18:06 PDT 2018","","","20","100% (67/67)","100% (67/67)","100% (67/67)","book your hotel in santa caria online. no reservation costs. great rates.","Standard"
"3WGCNLZJKFMER4PLBEUDCJKWCNHD1J","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3RJSC4XJ118M3MN4QRDWPM8FYG0509","A130P4M9JPT4YA","Approved","Sat Sep 22 05:31:16 PDT 2018","Sat Sep 22 05:31:36 PDT 2018","Tue Sep 25 05:31:36 PDT 2018","Sat Sep 22 15:18:06 PDT 2018","","","20","100% (342/342)","100% (342/342)","100% (342/342)","book your hotel in santa caria online. no reservation costs. great rates.","Easy"
"3UEBBGULPF2RYLUF48ZNBLSEZXVFUW","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3COPXFW7XCQS9MCREZWS6CS53E6PKK","A3VXSCZ7NP7ZI2","Approved","Sat Sep 22 05:20:55 PDT 2018","Sat Sep 22 05:21:02 PDT 2018","Tue Sep 25 05:21:02 PDT 2018","Sat Sep 22 15:18:06 PDT 2018","","","7","100% (156/156)","100% (156/156)","100% (153/153)","book your hotel in sunta cara online. no reservation costs. great rates.","Easy"
"3UEBBGULPF2RYLUF48ZNBLSEZXVFUW","3EYXOXDEN7U8FDJ4MDVXSRSCPDWJZH","english readability","read english texts and rate its readability","english text readability","$0.01","Sat Sep 22 05:16:47 PDT 2018","3","BatchId:3379077;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 12:16:47 PDT 2018","","","3DQQ64TANHZJ4M683DFVUNM0QLFPWG","A1FGSZ042NZ694","Approved","Sat Sep 22 05:22:23 PDT 2018","Sat Sep 22 05:22:33 PDT 2018","Tue Sep 25 05:22:33 PDT 2018","Sat Sep 22 15:18:06 PDT 2018","","","10","100% (63/63)","100% (63/63)","100% (63/63)","book your hotel in sunta cara online. no reservation costs. great rates.","Very Easy"
