Title,Description,Visible Url,Url
"Samsung Gear S2 - Samsung.com‎","Your Favorite Phone Apps On Your Wrist With The Gear S2. Learn More.","http://www.samsung.com/us/explore/gear-s2/?cid=ppc-","www.samsung.com/Gear-S2"
"Samsung Tablet Deals - Samsung.com‎","Buy A Galaxy <b>Tablet</b> From Samsung. Order Today For The Best Deals!","http://www.samsung.com/us/mobile/galaxy-tab?cid=ppc_MOB_goo_Galaxy_Tab_Mobile_Awareness_tablets","www.samsung.com/Tablets"
"Business Solutions - Elevate Your Business to Standards‎","You've Come to Expect. Learn More.","http://www.samsung.com/us/business/discover/ready-for-it/?cid=ppc-&cid=ppc-eb-mul-0414-43700001968663151","www.samsung.com/Business"
"Samsung® GS7 For Business - Samsung.com‎","Defense-Grade Mobile Security Right Out of the Box. Learn More!","http://www.samsung.com/us/business/discover/enterprise-mobility/?cid=ppc-","www.samsung.com/Business-GalaxyS7"
"Samsung Galaxy TabPro S - Samsung.com‎","A Powerful Intel® Core™ m3 Processor On The TabPro S. Buy Now.","http://www.samsung.com/us/explore/tab-pro-s-features-and-specs/?cid=ppc-","www.samsung.com/TabProS"
"Samsung Tablet Deals - Samsung.com‎","Buy A Galaxy <b>Tablet</b> From Samsung. Order Today For Free Shipping!","http://www.samsung.com/us/mobile/galaxy-tab?cid=ppc_MOB_goo_Galaxy_Tab_Mobile_Awareness_tablets","www.samsung.com/Tablets"
"Secure B2B Smartphone - Samsung.com‎","Simple Integration, Top Security, Powerful Productivity. Learn More!","http://www.samsung.com/us/business/discover/enterprise-mobility/?cid=ppc-","www.samsung.com/Business-GalaxyS7"
"Samsung.com - Samsung Galaxy S6 edge+‎","128GB for Your Apps, Photos, Music and More. Available Now.","http://www.samsung.com/us/explore/galaxy-s6-edge-plus-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung KNOX Security - Samsung.com‎","<b>Manage</b> Employees Corporate <b>Mobile</b> Devices with Samsung KNOX.","http://www.samsung.com/us/business/security/knox/?cid=dis-eb-cph-0416-2004594&DFA=1","www.samsung.com/KNOX"
"Best 4K Blu Ray Player - Samsung.com‎","Stunning Resolution &amp; Greater Color Than Standard <b>Blu</b>-<b>Ray</b>. Buy Now!","http://www.samsung.com/us/home-theater-audio/","www.samsung.com/4K_Blu-Ray"
"All-New Samsung® SUHD TV - Samsung.com‎","Greater Performance &amp; Technology. Shop Next Level 4k Picture Quality!","http://www.samsung.com/us/experience/9series-tv/","www.samsung.com/SUHD_TV"
"Samsung SSDs - samsung.com‎","Find the latest models of <b>SSD</b> By visiting us at Samsung.com","http://www.samsung.com/us/computer/memory-storage?utm_source=Google&utm_medium=cpc&utm_term=%5Bsolidstateharddrive%5D&utm_content=Segment-Segment&utm_campaign=GENERICPC&cid=US_ppc_iP_ssd_Google_GENERICPC_Segment-Segment_%5Bsolidstateharddrive%5D","www.samsung.com/SSD"
"Samsung Home Appliances - Samsung.com‎","Explore New Fridges, Ovens, Washing Machines And More. Available Now.","http://www.samsung.com/us/showcase/smart-home-appliance-washer-dryer-and-refrigerators/?cid=ppc-","www.samsung.com/Home-Appliances"
"New Samsung® 4K SUHD TV - Samsung.com‎","Experience The Most Vivid Colors. Upgrade to Stunning 4k Resolution.","http://www.samsung.com/us/experience/9series-tv/","www.samsung.com/SUHD_TV"
"Samsung laptop Official‎","Samsung <b>Laptop Sale</b> Event Visit and get super <b>discount</b> now !","http://www.samsung.com/us/computer/laptops","www.samsung.com/us/computer/laptops"
"Samsung Home Appliances‎","Explore New Fridges, Ovens, Washing Machines And More. Available Now.","http://www.samsung.com/us/showcase/smart-home-appliance-washer-dryer-and-refrigerators/?cid=ppc-","www.samsung.com/Home-Appliances"
"Samsung laptop Official - samsung.com‎","Samsung <b>Laptop</b> Sale Event Visit and get super discount now !","http://www.samsung.com/us/computer/laptops","www.samsung.com/us/computer/laptops"
"Samsung.com - Samsung Galaxy S6 edge+‎","Charge Like Never Before With Built-In Wireless Charging.","http://www.samsung.com/us/explore/galaxy-s6-edge-plus-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung laptop Official‎","Discover latest <b>notebook</b> from here Meet your needs for all usage type","http://www.samsung.com/us/computer/laptops","www.samsung.com/us/computer/laptops"
"Samsung Mobile Security - Samsung.com‎","Protect Corporate Android Devices with Samsung KNOX MDM &amp; EMM","https://www.samsung.com/us/business/security/knox/?cid=dis-eb-cph-0416-2004594&DFA=1","www.samsung.com/KNOX"
"Samsung KNOX - Samsung.com‎","Learn How Samsung KNOX Can Protect Sensitive Data For Your Business.","http://www.samsung.com/us/business/security/knox/?cid=dis-eb-cph-0416-2004594&DFA=1","www.samsung.com/KNOX"
"The New Samsung GS7 edge‎","The New <b>Galaxy</b> Is Here. The GS7 edge. Available Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"The New Samsung GS7 edge - Samsung.com‎","Experience More With The Galaxy S7 edge. <b>Buy</b> Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung Galaxy TabPro S‎","Do More With The Intel® Core™ m3 Processor On The TabPro S. Buy Now.","http://www.samsung.com/us/explore/tab-pro-s-features-and-specs/?cid=ppc-","www.samsung.com/TabProS"
"The New Samsung GS7 edge - Introducing The GS7 edge‎","Say Hello To Our <b>Best Phone</b> Yet. Buy Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Android Virus Scan - Samsung.com‎","Be Safe, Secure &amp; Keep Malicious Attackers Out w/ Samsung KNOX™!","https://www.samsung.com/us/business/security/knox/?cid=dis-eb-cph-0416-2004594&DFA=1","samsung.com/Android_Security_KNOX"
"The New Samsung GS7 edge‎","Looking For The Latest From <b>Samsung</b>? The GS7 edge. Buy Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"samsung laptops Official - samsung.com‎","Discover latest <b>notebook</b> from here Meet your needs for all usage type","http://www.samsung.com/us/computer/laptops","www.samsung.com/us/computer/laptops"
"Official Samsung SSD - Fast &amp; powerful storage solutions‎","Learn more on <b>Samsung SSD</b> today.","http://www.samsung.com/us/computer/memory-storage?utm_source=Google&utm_medium=cpc&utm_term=%5Bsolidstateharddrive%5D&utm_content=Segment-Segment&utm_campaign=GENERICPC&cid=US_ppc_iP_ssd_Google_GENERICPC_Segment-Segment_%5Bsolidstateharddrive%5D","www.samsung.com/SSD"
"Samsung.com - Samsung Galaxy S6 edge+‎","Enjoy Up To 128GB Of Storage On The GS6 edge+. Available Now.","http://www.samsung.com/us/explore/galaxy-s6-edge-plus-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung Galaxy Tab S2 - Elevate Your Downtime‎","The Galaxy Tab S2. Available Now.","/aclk?sa=l&ai=DChcSEwi91dHpp4fOAhWEAmkKHeCaDQgYABAA&sig=AOD64_2XdyGGSUF1xEY_dshayqwgog7P_A&adurl=&q=","www.samsung.com/TabS2"
"Samsung.com - Samsung Galaxy S6 edge+‎","Beauty Has No Bounds With The Dual-Edge Display Of The GS6 edge+.","http://www.samsung.com/us/explore/galaxy-s6-edge-plus-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung Galaxy S7 edge‎","Looking For The Latest From <b>Samsung</b>? The GS7 edge. Buy Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"The New Samsung GS7 edge - Samsung.com‎","Store More On Our Best <b>Phone</b> Yet. The New GS7 edge. Buy Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"The Samsung GS7 edge - Samsung.com‎","Looking For The Latest From <b>Samsung</b>? The GS7 edge. Buy Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung® Best SUHD TVs - Samsung.com‎","Watch 4x Resolution of Full HD. Experience Richer Detail &amp; Clarity!","http://www.samsung.com/us/experience/9series-tv/","www.samsung.com/SUHD_TV"
"The Samsung Gear Fit2 - samsung.com‎","The <b>Gear</b> Fit2 With Advanced Fitness Tracking Technology. Available Now.","http://www.samsung.com/us/explore/gear-fit2/?cid=ppc-","www.samsung.com/Gear-Fit2"
"samsung laptop Official - Discover latest notebook from here‎","Meet your needs for all usage type","http://www.samsung.com/us/computer/laptops","www.samsung.com/us/computer/laptops"
"Samsung Galaxy S6 edge+ - Samsung.com‎","Enjoy Up To 128GB Of Storage On The GS6 edge+. Available Now.","http://www.samsung.com/us/explore/galaxy-s6-edge-plus-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Incredible Samsung® 4K SUHD TV - Unveiling The...‎","Vibrant Picture Quality &amp; Stunning Design. Discover Our Best-Yet <b>TV</b> Experience!","http://www.samsung.com/us/experience/9series-tv/","www.samsung.com/UHD_TV"
"Samsung® Best SUHD TVs - Samsung.com‎","Greater Performance &amp; Technology. Shop Next Level 4k Picture Quality!","http://www.samsung.com/us/experience/9series-tv/","www.samsung.com/SUHD_TV"
"Samsung Gear S2 - Samsung.com‎","Total Connectivity Means Answering Texts On Your Wrist. Learn More.","http://www.samsung.com/us/explore/gear-s2/?cid=ppc-","www.samsung.com/Gear-S2"
"Sleek USB Flash Drives - Browse &amp; Compare USB drives‎","Shop and buy online at Samsung.com","http://www.samsung.com/us/computer/usb-flash-drives?utm_source=Google&utm_medium=cpc&utm_term=+samsung+usb&utm_content=Segment-USB&utm_campaign=BRANDPC&cid=US_ppc_iP_mc_Google_BRANDPC_Segment-USB_+samsung+usb","www.samsung.com/memorycard"
"Mobility - Your Complete Mobility Management Solution‎","Get The Samsung KNOX™ Now","http://www.samsung.com/us/business/security/knox/?cid=ppc-","samsung.com/Android_Security_KNOX"
"Samsung Business Offer‎","Get <b>Free</b> KNOX Workspace &amp; <b>Mobile</b> Iron EMM Licenses. Learn More!","http://www.samsung.com/us/business/discover/verizon-mobile-promotions/?cid=ppc-","www.samsung.com/BusinessBundle"
"Samsung Galaxy S6 edge+ - Samsung.com‎","Charge Like Never Before With Built-In Wireless Charging.","http://www.samsung.com/us/explore/galaxy-s6-edge-plus-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung Microwaves - Samsung.com‎","Explore Our <b>Reviews</b> To Find Your Next <b>Microwave</b>. Buy Now.","http://www.samsung.com/us/appliances/microwaves/ME21H9900AS/AA??cid=ppc-ha-mcv-0514-43700002066072766","www.samsung.com/microwave"
"The New Samsung GS7 edge - Samsung.com‎","Store More On Our Best Mobile <b>Phone</b> Yet. The GS7 edge Is Here. Buy Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung Galaxy Tab S2‎","Improved Power &amp; Speed With Octa-Core Processing. Available Now","http://www.samsung.com/us/explore/tab-s2-features-and-specs/?cid=ppc-","www.samsung.com/TabS2"
"Samsung Pay - Samsung.com‎","<b>Pay</b> Almost Anywhere You Can Swipe Or Tap Your Card. Learn More.","http://www.samsung.com/us/explore/latest-galaxy-smartphones/?cid=ppc-","www.samsung.com/Pay"
"The Perfect Office Tablet - Samsung.com‎","For Mobile Professionals Who Work Fast and Carry Light. Learn More.","http://www.samsung.com/us/business/discover/galaxy-tabpro-s/?cid=dis-eb-tb-0316-2004418","www.samsung.com/GalaxyTabProS"
"Outdoor Signage - Captivating, Beyond the Front Door‎","Browse Samsung® Signage Now.","http://www.samsung.com/us/business/discover/outdoor-digital-signage/?cid=ppc-","www.samsung.com/Outdoor-Signage"
"Samsung Galaxy Note5 - The Galaxy Note5: Do More‎","Available Now.","http://www.samsung.com/us/explore/galaxy-note-5-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Outdoor Business Signs - Samsung.com‎","Bright Outdoor LED Signage With Temperature Management. Browse Now.","http://www.samsung.com/us/business/discover/outdoor-digital-signage/?cid=dis-eb-cph-0216-2004342&DFA=1","www.samsung.com/Outdoor-Signage"
"Samsung Gear S2 - Samsung.com‎","Navigate Your Apps With A Simple Turn On The <b>Gear</b> S2. Buy Now.","http://www.samsung.com/us/explore/gear-s2/","www.samsung.com/Gear-S2"
"Samsung® Laser Printers‎","New Energy-Efficient <b>Printers</b> for All Your Business Needs. Learn More","http://www.samsung.com/us/business/printers/all-printers/?cid=ppc-","www.samsung.com/Business"
"Samsung.com - Samsung Galaxy Note5‎","Love Every Letter On Your <b>Galaxy</b> Note5 With S Pen. Available Now.","http://www.samsung.com/us/explore/galaxy-note-5-features-and-specs/?cid=ppc-","www.samsung.com/Galaxy"
"Samsung Vacuums - Samsung.com‎","Upgrade Your Home With Our Best Robot <b>Vacuums</b> Yet. Available Now.","http://www.samsung.com/us/home-appliances/vacuums/?cid=ppc-","www.samsung.com/Vacuum"
"Samsung Ranges‎","Upgrade Your Kitchen With Our <b>Best</b> <b>Ranges</b> Yet. Available Now.","http://www.samsung.com/us/appliances/oven-ranges?cid=ppc_HA1_goo_C-Range-Brand_Product+Types-Gas+Range_samsung+gas+range+top","www.samsung.com/Range"
"Samsung® Best UHD TV Ever‎","Greater Performance &amp; Technology. Shop Next Level 4k Picture Quality!","http://www.samsung.com/us/experience/9series-tv/","www.samsung.com/UHD_TV"
"Samsung TV Deals - Buy Your Next TV From Samsung‎","Order Today For The Best <b>Deals</b>!","http://www.samsung.com/us/video/tvs?cid=ppc_smt_goo_Television+-+Consideration+-+Brand_General_samsung+hd+tvs&K_CLICKID=1095b394-48c1-4436-ab7d-ecd6b663fe88","www.samsung.com/TVs"
"Samsung Gear S2 - Samsung.com‎","Call And Answer Right On Your Wrist With The <b>Gear</b> S2. Learn More.","http://www.samsung.com/us/explore/gear-s2/?cid=ppc-","www.samsung.com/Gear-S2"
"Samsung Galaxy S6 edge+ - Samsung.com‎","Beauty Has No Bounds With The Dual-Edge Display Of The GS6 edge+.","http://www.samsung.com/us/explore/galaxy-s6-edge-plus-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung.com - Samsung Galaxy View‎","Entertainment Reimagined With An 18.4"" Full HD Display. Learn More.","http://www.samsung.com/us/explore/galaxy-view-features-and-specs/?cid=ppc-","www.samsung.com/GalaxyView"
"The Samsung GS7 edge‎","Capture The Night On Our Best Phone Yet. The New GS7 edge. Buy Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung Gear VR - Virtual Reality Just Got Real‎","The Gear VR, Powered By <b>Oculus</b>. Buy Now","http://www.samsung.com/us/explore/gear-vr/","www.samsung.com/GearVR"
"Samsung Galaxy Note5 - Everyday Multitasking?‎","Get <b>Galaxy</b> Note5. Available Now.","http://www.samsung.com/us/explore/galaxy-note-5-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung® Laser Printers - Samsung.com‎","Reliable, Responsible &amp; Environment Friendly. Explore Our <b>Printers</b>.","http://www.samsung.com/us/business/printers/all-printers/?cid=ppc-","www.samsung.com/Business"
"Samsung® Monitors - Samsung.com‎","Stunning Hi-Res Images &amp; Superb Quality. Learn About Our <b>Monitors</b>.","http://www.samsung.com/us/business/displays/monitors/?cid=ppc-","www.samsung.com/Business"
"Samsung Microwaves - Samsung.com‎","Power Meets Convenience In Our New <b>Samsung Microwaves</b>. Buy Now.","http://www.samsung.com/us/appliances/microwaves/ME21H9900AS/AA??cid=ppc-ha-mcv-0514-43700002064665117","www.samsung.com/microwave"
"The Samsung Gear Fit2 - samsung.com‎","Map Every Mile With Built-In GPS On The Gear Fit2. Buy Now.","http://www.samsung.com/us/explore/gear-fit2/?cid=ppc-","www.samsung.com/Gear-Fit2"
"Samsung Galaxy TabPro S - Samsung.com‎","The New Samsung TabPro S With An Intel® Core™ m3 Processor. Buy Now.","http://www.samsung.com/us/explore/tab-pro-s-features-and-specs/?cid=ppc-","www.samsung.com/TabProS"
"Samsung Semiconductors - Samsung Ingenuity Delivers‎","Unrivaled Performance &amp; Reliability","http://www.samsung.com/semiconductor/","www.samsung.com/semiconductors"
"The New Samsung GS7 edge - Samsung.com‎","Introducing Our <b>Best Phone</b> Yet. The <b>New</b> GS7 edge. Available <b>Now</b>.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung® Laser Printers - Samsung.com‎","New Energy-Efficient <b>Printers</b> for All Your Business Needs. Learn More","http://www.samsung.com/us/business/printers/all-printers/","www.samsung.com/Business"
"Samsung Semiconductor‎","An Integrated Device Manufacturer With Wide Ranging Solutions!","http://www.samsung.com/semiconductor/","www.samsung.com/semiconductors"
"external SSD hard drive - samsung.com‎","Fast and reliable <b>SSD</b> from Samsung. Compare &amp; browse at official site.","http://www.samsung.com/us/computer/memory-storage?utm_source=Google&utm_medium=cpc&utm_term=externalssdharddrive&utm_content=Segment-Segment&utm_campaign=GENERICM&cid=US_ppc_iP_ssd_Google_GENERICM_Segment-Segment_externalssdharddrive","www.samsung.com/SSD"
"Digital Signage Solutions‎","Make Sure Your Message is Seen. Explore Our Display Solutions.","http://www.samsung.com/us/business/displays/digital-signage/","www.samsung.com/Business"
"Samsung Semiconductor - samsung.com‎","An Integrated Device Manufacturer With Wide Ranging Solutions!","http://www.samsung.com/semiconductor/","www.samsung.com/semiconductors"
"Samsung Ranges - Samsung.com‎","Two Dishes, Two Temperatures, One Oven. The Flex Duo Range. Buy Now.","http://www.samsung.com/us/appliances/oven-ranges?cid=ppc_HA1_goo_C-Range-Brand_Product+Types-Gas+Range_samsung+gas+range+top","www.samsung.com/Range"
"Samsung TV Deals - Buy Your Next TV From Samsung‎","Order Today For Free Shipping!","http://www.samsung.com/us/video/tvs?cid=ppc_smt_goo_Television+-+Consideration+-+Brand_General_samsung+hd+tvs&K_CLICKID=1095b394-48c1-4436-ab7d-ecd6b663fe88","www.samsung.com/TVs"
"Samsung Gear VR - Samsung.com‎","A <b>Virtual Reality</b> Machine To Explore The World. Available Now.","http://www.samsung.com/us/explore/gear-vr/?cid=dis-sta-wea-0216-2000774","www.samsung.com/GearVR"
"Samsung Galaxy S6 edge+ - Samsung.com‎","128GB for Your Apps, Photos, Music and More. Available Now.","http://www.samsung.com/us/explore/galaxy-s6-edge-plus-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Secure Corporate Devices - Samsung.com‎","Learn About Samsung's KNOX Mobile <b>Security</b> Solution","http://www.samsung.com/us/business/security/knox/?cid=dis-eb-cph-0416-2004594&DFA=1","www.samsung.com/KNOX"
"Samsung - Go with Galaxy - Samsung.com‎","GS7 Edge and Level Headphones. Set Your Music Free.","http://www.samsung.com/us/experience/go/","www.samsung.com/GALAXY"
"Samsung Galaxy TabPro S - Samsung.com‎","Time For A More Powerful <b>Tablet</b>? TabPro S With Windows 10. Buy Now.","http://www.samsung.com/us/explore/tab-pro-s-features-and-specs/?cid=dis-mb-tbl-0416-2001325","www.samsung.com/TabProS"
"Digital Signage Solutions - Samsung.com‎","Make Sure Your Message is Seen. Explore Our <b>Display</b> Solutions.","http://www.samsung.com/us/business/displays/digital-signage/?cid=ppc-","www.samsung.com/Business"
"The New Samsung GS7 edge - Samsung.com‎","The New GS7 edge. Available Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"The Samsung Gear Fit2 - samsung.com‎","From Steps To Sleep, Track Every <b>Activity</b> On The Gear Fit2. Buy Now.","http://www.samsung.com/us/explore/gear-fit2/?cid=ppc-","www.samsung.com/Gear-Fit2"
"Samsung Galaxy Tab 2 - What the PC Was Meant to Be‎","Runs Like a PC, Travels Like a <b>Tablet</b>!","http://www.samsung.com/us/business/mobility/tablets/","www.samsung.com/Business"
"Samsung Vacuums‎","Upgrade Your Home With Our <b>Best</b> Robot <b>Vacuums</b> Yet. Available Now.","http://www.samsung.com/us/appliances/vacuums?cid=ppc-","www.samsung.com/Vacuum"
"Samsung KNOX Security - Samsung.com‎","<b>Solutions</b> for Managing Corporate Mobile Identities with <b>Samsung</b> KNOX","http://www.samsung.com/us/business/security/knox/?cid=dis-eb-cph-0416-2004594&DFA=1","www.samsung.com/KNOX"
"Samsung Gear VR - Ready For A New Virtual Experience?‎","The Gear VR. Buy Now.","http://www.samsung.com/us/explore/gear-vr/?cid=dis-sta-wea-0216-2000774","www.samsung.com/GearVR"
"Samsung GS7 edge Phone‎","Capture The Night On Our Best Phone Yet. The New GS7 edge. Buy Now.","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-","www.samsung.com/GALAXY"
"Samsung® Galaxy TabPro S - Samsung.com‎","Innovation of <b>Samsung</b>® Galaxy With The Productivity of Windows 10 Pro","http://www.samsung.com/us/business/discover/galaxy-tabpro-s/?cid=ppc-","www.samsung.com/GalaxyTabProS"
"Samsung Galaxy Note5 - With Built-In Wireless Charging‎","It's Not A Phone, It's A Galaxy.","http://www.samsung.com/us/explore/galaxy-note-5-features-and-specs/?cid=dis-sta-cph-0116-2000756&DFA=1","www.samsung.com/GalaxyNote5"
"samsung ativ book 9 Official‎","Discover latest notebook from here Meet your needs for all usage type","http://www.samsung.com/us/computer/laptops","www.samsung.com/us/computer/laptops"
