0/132500 (epoch 0), train_loss = 9.863, time/batch = 0.491, All_Time = 0.491
model saved to lstm_0x_500/model.ckpt
50/132500 (epoch 0), train_loss = 5.752, time/batch = 0.036, All_Time = 2.288
100/132500 (epoch 0), train_loss = 5.724, time/batch = 0.036, All_Time = 4.074
150/132500 (epoch 0), train_loss = 5.786, time/batch = 0.037, All_Time = 5.866
200/132500 (epoch 0), train_loss = 5.755, time/batch = 0.035, All_Time = 7.660
250/132500 (epoch 0), train_loss = 5.822, time/batch = 0.036, All_Time = 9.465
300/132500 (epoch 1), train_loss = 5.896, time/batch = 0.036, All_Time = 11.269
350/132500 (epoch 1), train_loss = 5.870, time/batch = 0.035, All_Time = 13.051
400/132500 (epoch 1), train_loss = 5.782, time/batch = 0.037, All_Time = 14.842
450/132500 (epoch 1), train_loss = 5.835, time/batch = 0.035, All_Time = 16.627
500/132500 (epoch 1), train_loss = 5.782, time/batch = 0.038, All_Time = 18.427
550/132500 (epoch 2), train_loss = 5.696, time/batch = 0.034, All_Time = 20.217
600/132500 (epoch 2), train_loss = 5.448, time/batch = 0.037, All_Time = 22.015
650/132500 (epoch 2), train_loss = 4.434, time/batch = 0.038, All_Time = 23.802
700/132500 (epoch 2), train_loss = 4.074, time/batch = 0.037, All_Time = 25.596
750/132500 (epoch 2), train_loss = 3.602, time/batch = 0.038, All_Time = 27.387
800/132500 (epoch 3), train_loss = 3.476, time/batch = 0.036, All_Time = 29.168
850/132500 (epoch 3), train_loss = 3.311, time/batch = 0.035, All_Time = 30.963
900/132500 (epoch 3), train_loss = 2.745, time/batch = 0.034, All_Time = 32.764
950/132500 (epoch 3), train_loss = 3.041, time/batch = 0.034, All_Time = 34.554
1000/132500 (epoch 3), train_loss = 3.001, time/batch = 0.035, All_Time = 36.343
model saved to lstm_0x_500/model.ckpt
1050/132500 (epoch 3), train_loss = 2.786, time/batch = 0.035, All_Time = 38.139
1100/132500 (epoch 4), train_loss = 2.860, time/batch = 0.034, All_Time = 39.927
1150/132500 (epoch 4), train_loss = 2.852, time/batch = 0.036, All_Time = 41.717
1200/132500 (epoch 4), train_loss = 2.797, time/batch = 0.037, All_Time = 43.514
1250/132500 (epoch 4), train_loss = 2.645, time/batch = 0.036, All_Time = 45.317
1300/132500 (epoch 4), train_loss = 2.644, time/batch = 0.035, All_Time = 47.117
1350/132500 (epoch 5), train_loss = 2.709, time/batch = 0.037, All_Time = 48.933
1400/132500 (epoch 5), train_loss = 2.549, time/batch = 0.037, All_Time = 50.744
1450/132500 (epoch 5), train_loss = 2.565, time/batch = 0.035, All_Time = 52.559
1500/132500 (epoch 5), train_loss = 2.599, time/batch = 0.034, All_Time = 54.361
1550/132500 (epoch 5), train_loss = 2.537, time/batch = 0.035, All_Time = 56.155
1600/132500 (epoch 6), train_loss = 2.434, time/batch = 0.035, All_Time = 57.958
1650/132500 (epoch 6), train_loss = 2.397, time/batch = 0.036, All_Time = 59.749
1700/132500 (epoch 6), train_loss = 2.466, time/batch = 0.036, All_Time = 61.554
1750/132500 (epoch 6), train_loss = 2.451, time/batch = 0.036, All_Time = 63.358
1800/132500 (epoch 6), train_loss = 2.316, time/batch = 0.038, All_Time = 65.157
1850/132500 (epoch 6), train_loss = 2.261, time/batch = 0.036, All_Time = 66.947
1900/132500 (epoch 7), train_loss = 2.425, time/batch = 0.037, All_Time = 68.754
1950/132500 (epoch 7), train_loss = 2.051, time/batch = 0.037, All_Time = 70.546
2000/132500 (epoch 7), train_loss = 2.192, time/batch = 0.036, All_Time = 72.337
model saved to lstm_0x_500/model.ckpt
2050/132500 (epoch 7), train_loss = 2.265, time/batch = 0.036, All_Time = 74.132
2100/132500 (epoch 7), train_loss = 2.389, time/batch = 0.036, All_Time = 75.932
2150/132500 (epoch 8), train_loss = 2.292, time/batch = 0.034, All_Time = 77.747
2200/132500 (epoch 8), train_loss = 2.225, time/batch = 0.037, All_Time = 79.536
2250/132500 (epoch 8), train_loss = 2.210, time/batch = 0.038, All_Time = 81.336
2300/132500 (epoch 8), train_loss = 2.274, time/batch = 0.034, All_Time = 83.143
2350/132500 (epoch 8), train_loss = 2.018, time/batch = 0.036, All_Time = 84.931
2400/132500 (epoch 9), train_loss = 2.237, time/batch = 0.036, All_Time = 86.720
2450/132500 (epoch 9), train_loss = 2.251, time/batch = 0.035, All_Time = 88.506
2500/132500 (epoch 9), train_loss = 1.964, time/batch = 0.038, All_Time = 90.290
2550/132500 (epoch 9), train_loss = 2.036, time/batch = 0.034, All_Time = 92.085
2600/132500 (epoch 9), train_loss = 2.159, time/batch = 0.038, All_Time = 93.893
2650/132500 (epoch 10), train_loss = 2.318, time/batch = 0.038, All_Time = 95.690
2700/132500 (epoch 10), train_loss = 1.902, time/batch = 0.038, All_Time = 97.501
2750/132500 (epoch 10), train_loss = 1.997, time/batch = 0.035, All_Time = 99.295
2800/132500 (epoch 10), train_loss = 2.086, time/batch = 0.036, All_Time = 101.103
2850/132500 (epoch 10), train_loss = 1.930, time/batch = 0.037, All_Time = 102.893
2900/132500 (epoch 10), train_loss = 1.938, time/batch = 0.039, All_Time = 104.696
2950/132500 (epoch 11), train_loss = 2.086, time/batch = 0.036, All_Time = 106.503
3000/132500 (epoch 11), train_loss = 2.049, time/batch = 0.037, All_Time = 108.300
model saved to lstm_0x_500/model.ckpt
3050/132500 (epoch 11), train_loss = 1.892, time/batch = 0.035, All_Time = 110.105
3100/132500 (epoch 11), train_loss = 1.960, time/batch = 0.037, All_Time = 111.909
3150/132500 (epoch 11), train_loss = 1.896, time/batch = 0.036, All_Time = 113.696
3200/132500 (epoch 12), train_loss = 1.882, time/batch = 0.035, All_Time = 115.503
3250/132500 (epoch 12), train_loss = 1.932, time/batch = 0.038, All_Time = 117.326
3300/132500 (epoch 12), train_loss = 1.789, time/batch = 0.038, All_Time = 119.123
