0/756000 (epoch 0), train_loss = 9.958, time/batch = 1.251, All_Time = 1.251
model saved to NER/own_list/model.ckpt
50/756000 (epoch 0), train_loss = 5.864, time/batch = 0.038, All_Time = 3.195
100/756000 (epoch 0), train_loss = 5.493, time/batch = 0.039, All_Time = 5.135
150/756000 (epoch 0), train_loss = 5.598, time/batch = 0.039, All_Time = 7.091
200/756000 (epoch 0), train_loss = 5.666, time/batch = 0.040, All_Time = 9.043
250/756000 (epoch 0), train_loss = 5.466, time/batch = 0.038, All_Time = 10.993
300/756000 (epoch 0), train_loss = 5.671, time/batch = 0.038, All_Time = 12.923
350/756000 (epoch 0), train_loss = 5.861, time/batch = 0.039, All_Time = 14.878
400/756000 (epoch 1), train_loss = 5.658, time/batch = 0.039, All_Time = 16.810
450/756000 (epoch 1), train_loss = 5.515, time/batch = 0.039, All_Time = 18.746
500/756000 (epoch 1), train_loss = 5.502, time/batch = 0.039, All_Time = 20.701
550/756000 (epoch 1), train_loss = 5.531, time/batch = 0.040, All_Time = 22.644
600/756000 (epoch 1), train_loss = 5.483, time/batch = 0.038, All_Time = 24.595
650/756000 (epoch 1), train_loss = 5.622, time/batch = 0.039, All_Time = 26.547
700/756000 (epoch 1), train_loss = 5.549, time/batch = 0.039, All_Time = 28.480
750/756000 (epoch 1), train_loss = 5.686, time/batch = 0.037, All_Time = 30.431
800/756000 (epoch 2), train_loss = 5.566, time/batch = 0.038, All_Time = 32.396
850/756000 (epoch 2), train_loss = 5.527, time/batch = 0.039, All_Time = 34.344
900/756000 (epoch 2), train_loss = 5.522, time/batch = 0.039, All_Time = 36.313
950/756000 (epoch 2), train_loss = 5.585, time/batch = 0.038, All_Time = 38.263
1000/756000 (epoch 2), train_loss = 5.403, time/batch = 0.040, All_Time = 40.227
model saved to NER/own_list/model.ckpt
1050/756000 (epoch 2), train_loss = 5.571, time/batch = 0.038, All_Time = 42.181
1100/756000 (epoch 2), train_loss = 5.511, time/batch = 0.038, All_Time = 44.116
1150/756000 (epoch 3), train_loss = 5.683, time/batch = 0.039, All_Time = 46.055
1200/756000 (epoch 3), train_loss = 5.492, time/batch = 0.040, All_Time = 48.002
