0/526000 (epoch 0), train_loss = 9.728, time/batch = 0.251, All_Time = 0.251
model saved to NER/geotext/model.ckpt
50/526000 (epoch 0), train_loss = 5.756, time/batch = 0.033, All_Time = 1.913
100/526000 (epoch 0), train_loss = 5.485, time/batch = 0.033, All_Time = 3.577
150/526000 (epoch 0), train_loss = 5.668, time/batch = 0.035, All_Time = 5.236
200/526000 (epoch 0), train_loss = 5.412, time/batch = 0.034, All_Time = 6.899
250/526000 (epoch 0), train_loss = 5.590, time/batch = 0.034, All_Time = 8.550
300/526000 (epoch 1), train_loss = 5.533, time/batch = 0.033, All_Time = 10.214
350/526000 (epoch 1), train_loss = 5.348, time/batch = 0.036, All_Time = 11.915
400/526000 (epoch 1), train_loss = 5.373, time/batch = 0.034, All_Time = 13.633
450/526000 (epoch 1), train_loss = 5.534, time/batch = 0.034, All_Time = 15.341
500/526000 (epoch 1), train_loss = 5.497, time/batch = 0.034, All_Time = 17.044
550/526000 (epoch 2), train_loss = 5.420, time/batch = 0.032, All_Time = 18.746
600/526000 (epoch 2), train_loss = 5.476, time/batch = 0.034, All_Time = 20.442
650/526000 (epoch 2), train_loss = 5.544, time/batch = 0.036, All_Time = 22.134
700/526000 (epoch 2), train_loss = 5.549, time/batch = 0.033, All_Time = 23.832
750/526000 (epoch 2), train_loss = 5.434, time/batch = 0.035, All_Time = 25.541
800/526000 (epoch 3), train_loss = 5.388, time/batch = 0.036, All_Time = 27.251
850/526000 (epoch 3), train_loss = 5.555, time/batch = 0.035, All_Time = 28.976
900/526000 (epoch 3), train_loss = 5.662, time/batch = 0.034, All_Time = 30.696
950/526000 (epoch 3), train_loss = 5.548, time/batch = 0.036, All_Time = 32.426
1000/526000 (epoch 3), train_loss = 5.526, time/batch = 0.034, All_Time = 34.135
model saved to NER/geotext/model.ckpt
1050/526000 (epoch 3), train_loss = 5.406, time/batch = 0.037, All_Time = 35.855
1100/526000 (epoch 4), train_loss = 5.107, time/batch = 0.035, All_Time = 37.576
1150/526000 (epoch 4), train_loss = 4.195, time/batch = 0.035, All_Time = 39.283
1200/526000 (epoch 4), train_loss = 3.695, time/batch = 0.035, All_Time = 41.001
1250/526000 (epoch 4), train_loss = 3.267, time/batch = 0.035, All_Time = 42.717
1300/526000 (epoch 4), train_loss = 3.079, time/batch = 0.034, All_Time = 44.434
1350/526000 (epoch 5), train_loss = 2.781, time/batch = 0.035, All_Time = 46.147
1400/526000 (epoch 5), train_loss = 2.737, time/batch = 0.034, All_Time = 47.871
1450/526000 (epoch 5), train_loss = 2.301, time/batch = 0.035, All_Time = 49.580
1500/526000 (epoch 5), train_loss = 2.564, time/batch = 0.033, All_Time = 51.301
1550/526000 (epoch 5), train_loss = 2.580, time/batch = 0.035, All_Time = 53.015
1600/526000 (epoch 6), train_loss = 2.333, time/batch = 0.036, All_Time = 54.731
1650/526000 (epoch 6), train_loss = 2.273, time/batch = 0.035, All_Time = 56.449
1700/526000 (epoch 6), train_loss = 2.070, time/batch = 0.034, All_Time = 58.177
1750/526000 (epoch 6), train_loss = 2.082, time/batch = 0.034, All_Time = 59.891
1800/526000 (epoch 6), train_loss = 2.327, time/batch = 0.035, All_Time = 61.612
1850/526000 (epoch 7), train_loss = 2.310, time/batch = 0.033, All_Time = 63.332
1900/526000 (epoch 7), train_loss = 1.976, time/batch = 0.034, All_Time = 65.066
1950/526000 (epoch 7), train_loss = 2.273, time/batch = 0.035, All_Time = 66.795
2000/526000 (epoch 7), train_loss = 2.162, time/batch = 0.033, All_Time = 68.519
model saved to NER/geotext/model.ckpt
2050/526000 (epoch 7), train_loss = 2.018, time/batch = 0.035, All_Time = 70.225
2100/526000 (epoch 7), train_loss = 2.430, time/batch = 0.038, All_Time = 71.941
2150/526000 (epoch 8), train_loss = 1.974, time/batch = 0.033, All_Time = 73.655
2200/526000 (epoch 8), train_loss = 2.202, time/batch = 0.034, All_Time = 75.358
2250/526000 (epoch 8), train_loss = 2.250, time/batch = 0.033, All_Time = 77.074
2300/526000 (epoch 8), train_loss = 2.078, time/batch = 0.034, All_Time = 78.786
2350/526000 (epoch 8), train_loss = 2.111, time/batch = 0.034, All_Time = 80.494
2400/526000 (epoch 9), train_loss = 1.979, time/batch = 0.032, All_Time = 82.205
2450/526000 (epoch 9), train_loss = 2.036, time/batch = 0.035, All_Time = 83.899
2500/526000 (epoch 9), train_loss = 1.993, time/batch = 0.034, All_Time = 85.604
